11
108
25
146.38	38.94
143.45	45.48
139.94	51.23
136.13	57.09
136.13	61.77
135.54	66.45
136.71	72.6
138.18	78.75
141.4	83.73
141.4	87.43
142.28	90.75
142.28	95.73
140.23	101.88
40
15
131.15	119.74
125.59	116.22
127.39	112.42
124.42	108.61
122.96	106.27
121.49	102.46
120.32	99.24
119.15	94.56
119.44	89.29
119.15	85.78
120.91	81.68
123.54	78.16
125.3	72.31
126.18	66.75
125.88	62.94
125.59	56.21
126.18	49.47
126.47	45.67
126.47	41.86
126.47	37.76
127.05	34.25
129.98	28.98
134.08	31.62
134.96	36.59
134.96	41.28
134.96	45.38
134.96	51.23
136.13	57.09
136.13	61.77
135.54	66.45
136.71	72.6
138.18	78.75
141.4	83.73
141.4	87.43
142.28	90.75
142.28	95.73
140.23	101.88
136.71	109.2
134.08	110.07
136.13	116.81
31
15
121.2	103.63
118.86	107.73
116.51	111.54
113.88	114.47
111.83	117.39
108.9	120.32
106.56	123.25
101.58	128.23
98.36	131.15
95.14	134.67
91.92	137.89
89	140.52
83.43	143.45
79.92	147.25
76.12	150.18
71.14	150.77
65.28	150.77
61.19	150.47
61.19	147.55
65.28	141.69
69.97	136.13
74.65	132.32
77.29	129.69
81.97	125.59
87.83	121.2
93.09	117.69
99.54	113.59
104.51	110.95
110.37	107.44
114.76	105.1
120.61	102.17
37
15
120.91	101.29
116.81	102.46
112.12	105.1
110.07	105.98
106.27	108.03
101.29	110.37
97.78	112.42
93.09	115.34
88.41	117.98
84.9	120.03
79.04	121.2
73.48	121.78
69.09	120.91
65.58	119.74
61.77	119.74
57.09	119.15
52.7	118.86
48.6	118.86
43.62	118.86
38.35	118.27
35.72	114.76
33.37	112.12
37.47	105.1
41.28	103.63
46.25	102.76
52.11	102.46
55.04	102.46
59.43	102.46
64.7	101.88
70.55	101.58
77.58	100.71
83.73	100.71
91.63	99.83
100.41	99.83
107.15	99.54
113	99.54
120.91	99.24
29
15
139.35	103.93
141.69	107.73
144.62	112.71
148.72	117.1
152.82	121.78
156.62	126.18
159.55	129.4
164.53	134.08
168.92	137.01
172.72	140.81
176.82	144.33
181.51	147.25
185.6	151.55
192.34	151.35
200.24	150.18
198.49	145.79
194.39	139.94
190.87	136.71
186.78	133.2
183.26	130.57
180.33	126.76
175.36	123.54
170.67	120.32
165.4	117.1
161.6	114.47
158.09	112.42
153.11	109.49
148.13	106.56
143.16	103.93
33
15
140.23	99.83
144.33	102.46
147.84	104.22
153.11	107.44
158.09	110.37
162.18	112.42
166.87	115.05
172.72	118.86
178.29	121.49
183.85	120.91
189.7	120.91
194.97	120.91
200.24	120.91
204.93	120.32
210.49	120.61
217.81	120.03
223.08	118.56
227.47	113
223.08	106.85
218.1	104.51
211.37	103.34
204.93	103.05
198.78	102.76
194.09	103.05
187.65	101.88
178.87	101
172.43	99.83
166.28	100.41
161.31	99.54
156.04	99.54
151.65	99.54
146	98.36
141.4	98.95
23
12
117.98	89
115.93	90.75
111.54	89
104.51	87.53
97.78	85.78
91.34	84.31
83.43	81.68
80.51	76.12
77.58	72.31
73.19	68.5
68	63.23
66.16	57.96
65.87	54.45
69.67	53.28
76.41	54.74
82.85	58.55
87.53	60.89
93.09	64.11
97.19	68.5
101.88	72.6
107.73	76.99
113.88	82.56
118.56	85.19
29
15
120.03	82.56
117.69	84.31
112.42	81.09
107.73	77.29
103.05	73.48
97.49	68.5
93.09	63.53
88.12	58.84
85.78	52.7
81.68	45.67
79.34	40.99
75.53	34.25
73.77	28.1
73.48	24.01
76.99	20.2
82.56	17.86
86.36	21.08
88.41	16.39
94.85	16.69
99.83	19.91
103.05	27.52
105.98	32.79
108.32	38.35
110.95	44.79
113.88	50.94
116.81	57.09
118.56	62.65
119.74	68.8
120.32	76.12
26
14
142.57	88.7
144.03	90.46
149.3	89.29
155.16	88.41
160.13	86.65
166.58	86.07
173.89	84.9
179.16	80.8
181.21	76.99
182.68	74.07
185.9	70.85
189.7	66.16
193.8	61.77
195.85	57.67
196.14	55.04
192.63	53.87
189.7	52.99
184.14	55.62
180.33	56.79
173.31	60.6
169.21	63.82
163.65	67.63
158.38	72.31
152.82	76.7
147.84	80.51
142.57	85.19
32
20
141.11	82.85
143.45	84.9
146.96	81.09
151.65	77.29
156.04	73.77
161.01	69.67
166.58	65.58
171.84	60.6
174.77	55.62
177.11	50.35
179.16	45.38
182.97	40.11
185.6	33.96
187.65	27.81
187.36	23.71
185.02	20.2
181.51	18.15
177.41	19.61
175.65	20.2
173.89	17.57
169.5	14.93
164.82	16.69
160.43	21.37
156.91	28.4
154.57	34.25
151.65	40.99
147.85	47.72
144.91	55.04
142.28	60.6
140.52	65.28
140.81	71.72
140.52	79.92
